survey_year,covid_period,USE_CMS,USE_FPC,USE_CCL,USE_WALC,USE_AORO,USE_ERPSS,USE_CWS,IMP_CMS,IMP_FPC,IMP_CFCPS,IMP_SICP,IMP_SDCP,IMP_CCL,IMP_AWAC,IMP_PWAC,IMP_AORO,IMP_ERPSS,IMP_SERPP,IMP_CWS,IMP_ICDA,IMP_ILDA,IMP_OCS,IMP_OLS,DS_CMS,DS_CMSS,DS_FPC,DS_CFCPS,DS_SICP,DS_SDCP,DS_CCL,DS_AWAC,DS_PWAC,DS_AORO,DS_ERPSS,DS_SERPP,DS_CWS,DS_OCS,DS_OLS,AAG_TUC,INF_ATS,INF_PI,INF_CDCN,INF_CERPS,INF_CLN,INF_SSD,DAHD_F,DAHD_K,DAHD_RL,DAHD_RS,USE_HSE,IMP_CMSS,IMP_HSE,IMP_EMSF,DS_HSE,DS_EMSF,USE_CS,IMP_CS,DS_CS,DS_CLS,composite_IT_usage,composite_IT_importance,composite_IT_satisfaction,composite_helpdesk_staff,composite_IT_awareness,digital_engagement_index,IT_importance_satisfaction_gap,device_ownership_count,gender,age_label,adiv_label,HISP,INTER,is_outlier_composite,satisfaction_deficit
2018,pre_covid,5.0,1.0,1.0,5.0,1.0,5.0,2.0,4.0,2.0,2.0,1.0,4.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0,,,,4.0,4.0,,,,,,4.0,3.0,2.0,,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,2.8,3.1,3.5,4.0,4.0,2.6666666666666665,-0.3999999999999999,2,Female,Not_reported,Social_Behavioral_Sciences,,,True,0.0
2018,pre_covid,5.0,2.0,4.0,5.0,5.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,,,,,,,,,,,3.4,3.909090909090909,3.5833333333333335,3.5,3.0,3.6666666666666665,0.3257575757575757,2,Female,Not_reported,Arts_Humanities,,,True,0.3257575757575757
2018,pre_covid,5.0,3.0,4.0,3.0,4.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,,,,,,,,,,,3.8,1.8181818181818181,,2.75,2.0,3.6666666666666665,,2,Male,Not_reported,Social_Behavioral_Sciences,,,True,
2018,pre_covid,5.0,1.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,,,,,,,,,,,3.2,3.4545454545454546,4.0,4.0,2.0,4.0,-0.5454545454545454,2,Female,Not_reported,Arts_Humanities,,,False,0.0
2018,pre_covid,5.0,2.0,2.0,5.0,2.0,5.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,,,,,,,,,,,3.2,3.727272727272727,4.0,3.0,2.0,3.0,-0.27272727272727293,5,Male,Not_reported,STEM,,,True,0.0
2018,pre_covid,5.0,1.0,1.0,5.0,5.0,3.0,1.0,2.0,3.0,3.0,3.0,,1.0,4.0,4.0,4.0,3.0,3.0,2.0,,,3.0,4.0,2.0,2.0,3.0,3.0,,,,1.0,1.0,4.0,3.0,,,2.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,3.0,3.1,2.25,,1.0,3.6666666666666665,0.8500000000000001,3,Female,Not_reported,STEM,,,True,0.8500000000000001
2018,pre_covid,5.0,1.0,5.0,5.0,3.0,3.0,1.0,4.0,,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,,,,,,,,,,,2.6,3.8,4.0,4.0,3.0,3.0,-0.20000000000000018,1,Female,Not_reported,Social_Behavioral_Sciences,,,True,0.0
2018,pre_covid,1.0,1.0,1.0,5.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,,,,,,,,,,,2.0,3.4545454545454546,4.0,4.0,1.0,1.6666666666666667,-0.5454545454545454,2,Female,Not_reported,Social_Behavioral_Sciences,,,False,0.0
2018,pre_covid,5.0,2.0,4.0,5.0,5.0,4.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,,,,,3.0,2.0,2.0,4.0,4.0,,,3.0,,4.0,3.0,2.0,2.0,2.0,3.0,2.0,,,,,,,,,,,,,,,3.4,3.1818181818181817,3.2857142857142856,,3.0,3.6666666666666665,-0.10389610389610393,3,Male,Not_reported,Arts_Humanities,,,True,0.0
2018,pre_covid,2.0,1.0,1.0,5.0,2.0,5.0,1.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,2.2,3.4545454545454546,3.0833333333333335,,3.0,1.6666666666666667,0.3712121212121211,3,Female,Not_reported,Arts_Humanities,,,True,0.3712121212121211
2018,pre_covid,5.0,2.0,2.0,5.0,5.0,5.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,,,,,,,,,,,3.8,3.6363636363636362,3.25,4.0,2.0,4.0,0.38636363636363624,3,Male,Not_reported,STEM,,,False,0.38636363636363624
2018,pre_covid,5.0,2.0,2.0,5.0,4.0,5.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,1.0,4.0,3.0,4.0,4.0,,,,,,,,,,,3.8,2.909090909090909,3.0833333333333335,3.75,4.0,4.0,-0.1742424242424243,3,Male,Not_reported,Arts_Humanities,,,True,0.0
2018,pre_covid,5.0,1.0,1.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,,4.0,1.0,1.0,,3.0,,,,,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,,,,,,,,,,,3.4,2.3636363636363638,2.8333333333333335,4.0,4.0,3.6666666666666665,-0.4696969696969697,3,Non_binary,Not_reported,Arts_Humanities,,,True,0.0
2018,pre_covid,5.0,1.0,2.0,5.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,,,,4.0,4.0,3.0,3.0,4.0,4.0,,,4.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,,,,,,,,,,,2.6,2.8181818181818183,3.75,3.75,2.0,3.0,-0.9318181818181817,1,Female,Not_reported,STEM,,,True,0.0
2018,pre_covid,5.0,2.0,1.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,,,,,,,,,,,4.2,3.6363636363636362,3.8333333333333335,4.0,2.0,4.666666666666667,-0.19696969696969724,1,Female,Not_reported,Education,,,False,0.0
2018,pre_covid,5.0,2.0,2.0,2.0,1.0,5.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,,4.0,3.0,2.0,1.0,2.0,1.0,4.0,,4.0,4.0,,,2.0,2.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,,,,,,,,,,,3.0,2.9,3.142857142857143,4.0,3.0,2.6666666666666665,-0.24285714285714288,2,Female,Not_reported,Arts_Humanities,,,True,0.0
2018,pre_covid,5.0,2.0,1.0,5.0,5.0,5.0,1.0,4.0,3.0,3.0,4.0,4.0,,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,,,,,,,,,,,3.6,3.5454545454545454,3.9166666666666665,4.0,2.0,3.6666666666666665,-0.3712121212121211,2,Female,Not_reported,Arts_Humanities,,,False,0.0
2018,pre_covid,5.0,1.0,1.0,5.0,1.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,2.4,3.4545454545454546,4.0,4.0,4.0,2.3333333333333335,-0.5454545454545454,4,Male,Not_reported,STEM,,,False,0.0
2018,pre_covid,5.0,2.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,4.0,3.5454545454545454,3.5833333333333335,3.0,3.0,4.333333333333333,-0.03787878787878807,2,Male,Not_reported,STEM,,,True,0.0
2018,pre_covid,4.0,4.0,2.0,3.0,5.0,5.0,3.0,4.0,3.0,2.0,2.0,4.0,,,3.0,,,,3.0,3.0,3.0,4.0,,,,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,,,,,,,,,,,4.2,3.2857142857142856,3.1,3.0,2.0,4.0,0.1857142857142855,2,Male,Not_reported,Arts_Humanities,,,True,0.1857142857142855
2018,pre_covid,1.0,2.0,2.0,5.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,1.0,,,2.0,2.0,,,,3.0,,3.0,4.0,4.0,2.0,4.0,4.0,2.0,,,,4.0,2.0,2.0,3.0,3.0,3.0,2.0,,,,,,,,,,,,,,,3.0,2.3636363636363638,3.1666666666666665,,2.0,2.6666666666666665,-0.8030303030303028,3,Male,Not_reported,Arts_Humanities,,,True,0.0
2018,pre_covid,5.0,3.0,2.0,5.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,,,,,,,,,,,4.0,2.8181818181818183,3.0,3.0,2.0,4.0,-0.18181818181818166,3,Male,Not_reported,STEM,,,True,0.0
2018,pre_covid,5.0,2.0,5.0,5.0,5.0,5.0,2.0,4.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,3.8,3.272727272727273,2.0833333333333335,2.0,1.0,4.0,1.1893939393939394,2,Female,Not_reported,Arts_Humanities,,,True,1.1893939393939394
2018,pre_covid,5.0,2.0,2.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,,,,,,,,,,,3.8,3.909090909090909,4.0,4.0,3.0,4.0,-0.09090909090909083,1,Female,Not_reported,Arts_Humanities,,,False,0.0
2018,pre_covid,5.0,1.0,3.0,5.0,5.0,5.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,,,,,,,,,,,3.4,3.1818181818181817,3.5,4.0,2.0,3.6666666666666665,-0.31818181818181834,3,Female,Not_reported,Education,,,False,0.0
2018,pre_covid,5.0,2.0,3.0,5.0,5.0,5.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,,,,,,,,,,,3.8,3.5454545454545454,3.0,4.0,3.0,4.0,0.5454545454545454,2,Male,Not_reported,Social_Behavioral_Sciences,,,True,0.5454545454545454
2018,pre_covid,5.0,2.0,1.0,5.0,5.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,,,,,,,,,,,3.4,3.5454545454545454,3.727272727272727,4.0,3.0,3.6666666666666665,-0.18181818181818166,1,Female,Not_reported,Arts_Humanities,,,False,0.0
2018,pre_covid,5.0,1.0,1.0,5.0,5.0,5.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,,,,,,,4.0,3.0,3.0,4.0,,,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,3.4,3.272727272727273,3.6666666666666665,,2.0,3.6666666666666665,-0.3939393939393936,2,Female,Not_reported,Arts_Humanities,,,True,0.0
2018,pre_covid,5.0,2.0,2.0,5.0,1.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,,4.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,,3.0,3.0,,2.0,4.0,3.0,1.0,,4.0,4.0,,3.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,,,,,,,,,,,2.6,3.6,2.875,3.0,3.0,2.3333333333333335,0.7250000000000001,3,Female,Not_reported,Social_Behavioral_Sciences,,,True,0.7250000000000001
2018,pre_covid,5.0,2.0,1.0,5.0,5.0,5.0,1.0,4.0,2.0,2.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,,,,,,,,,,,3.6,3.4545454545454546,3.0833333333333335,4.0,3.0,3.6666666666666665,0.3712121212121211,2,Female,Not_reported,STEM,,,False,0.3712121212121211
2018,pre_covid,5.0,3.0,5.0,5.0,5.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,,,,,,,,,,,3.6,3.8181818181818183,4.0,4.0,3.0,3.6666666666666665,-0.18181818181818166,2,Female,Not_reported,Arts_Humanities,,,False,0.0
2018,pre_covid,5.0,2.0,1.0,5.0,5.0,5.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,,,,,,,,,,,3.8,3.272727272727273,4.0,4.0,3.0,4.0,-0.7272727272727271,1,Female,Not_reported,Social_Behavioral_Sciences,,,False,0.0
2018,pre_covid,5.0,1.0,1.0,5.0,5.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,,4.0,,,,,3.0,3.0,,,,,2.0,1.0,1.0,2.0,2.0,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,3.4,2.888888888888889,2.0,,1.0,3.6666666666666665,0.8888888888888888,3,Male,Not_reported,Arts_Humanities,,,True,0.8888888888888888
2018,pre_covid,5.0,2.0,3.0,5.0,4.0,5.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,1.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,,,,,,,,,,,3.6,3.6363636363636362,2.5833333333333335,4.0,3.0,3.6666666666666665,1.0530303030303028,1,Male,Not_reported,Social_Behavioral_Sciences,,,True,1.0530303030303028
2018,pre_covid,5.0,3.0,5.0,5.0,2.0,5.0,2.0,4.0,3.0,3.0,,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,,,4.0,4.0,3.0,3.0,4.0,4.0,,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,3.4,3.6,3.3636363636363638,4.0,4.0,3.0,0.23636363636363633,3,Female,Not_reported,STEM,,,True,0.23636363636363633
2018,pre_covid,5.0,1.0,1.0,5.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,,,,,,,,,,,3.2,3.5454545454545454,3.0833333333333335,4.0,2.0,3.6666666666666665,0.46212121212121193,0,Female,Not_reported,Social_Behavioral_Sciences,,,False,0.46212121212121193
2018,pre_covid,5.0,2.0,1.0,5.0,5.0,5.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,,2.0,,,2.0,,1.0,1.0,4.0,4.0,3.0,,2.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,1.0,4.0,4.0,3.0,3.0,,,,,,,,,,,3.6,3.090909090909091,2.5555555555555554,3.5,2.0,3.6666666666666665,0.5353535353535355,2,Female,Not_reported,Education,,,True,0.5353535353535355
2018,pre_covid,5.0,2.0,5.0,5.0,1.0,5.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,,,,,,,,,,,3.0,3.4545454545454546,3.8333333333333335,4.0,3.0,2.6666666666666665,-0.3787878787878789,2,Male,Not_reported,Arts_Humanities,,,False,0.0
2018,pre_covid,5.0,1.0,2.0,5.0,2.0,5.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,,,,,,,,,,,3.0,2.909090909090909,2.5833333333333335,3.0,2.0,3.0,0.3257575757575757,3,Female,Not_reported,Education,,,True,0.3257575757575757
2018,pre_covid,1.0,2.0,3.0,5.0,5.0,5.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,,,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,3.0,4.0,4.0,,,,,,,,,,,3.6,3.6363636363636362,3.1,3.75,4.0,3.6666666666666665,0.5363636363636362,3,Male,Not_reported,Arts_Humanities,,,True,0.5363636363636362
2018,pre_covid,5.0,3.0,2.0,5.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,4.0,3.0,3.0,,,,,,,,,,,3.0,2.727272727272727,3.0,3.5,2.0,2.3333333333333335,-0.27272727272727293,1,Female,Not_reported,Arts_Humanities,,,True,0.0
2018,pre_covid,5.0,3.0,4.0,5.0,5.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,,,,,,,,,,3.6,4.0,4.0,3.25,3.0,3.6666666666666665,0.0,1,Female,Not_reported,Social_Behavioral_Sciences,,,True,0.0
2018,pre_covid,5.0,1.0,1.0,5.0,5.0,5.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,,,,,,,,,,,3.4,3.5454545454545454,4.0,4.0,2.0,3.6666666666666665,-0.4545454545454546,3,Female,Not_reported,STEM,,,False,0.0
2018,pre_covid,1.0,1.0,1.0,5.0,2.0,4.0,1.0,,,,,,,4.0,4.0,4.0,4.0,3.0,,,,4.0,4.0,,,,,4.0,4.0,4.0,4.0,,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,,,,,,,,,,,1.8,3.8333333333333335,3.75,4.0,3.0,1.3333333333333333,0.08333333333333348,4,Female,Not_reported,STEM,,,True,0.08333333333333348
2021,during_covid,5.0,2.0,2.0,,5.0,5.0,2.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,4.0,4.0,4.0,,4.0,,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,,,,,,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,,3.0,,,,,3.8,4.0,3.8181818181818183,4.0,2.0,4.0,0.18181818181818166,1,Female,Not_reported,Other/Unknown,,,False,0.18181818181818166
2021,during_covid,1.0,2.0,1.0,,3.0,4.0,2.0,2.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,4.0,4.0,4.0,,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,,,,,,4.0,4.0,4.0,4.0,2.0,1.0,4.0,3.0,4.0,4.0,,,,,2.4,3.8181818181818183,3.8181818181818183,4.0,2.0,2.0,0.0,2,Female,Not_reported,Arts_Humanities,False,False,False,0.0
2021,during_covid,4.0,1.0,1.0,,1.0,5.0,1.0,3.0,1.0,,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,,,3.0,3.0,3.0,,4.0,,4.0,4.0,,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,,,,,,4.0,4.0,4.0,4.0,1.0,2.0,2.0,4.0,,3.0,,,,,2.4,3.1818181818181817,3.4545454545454546,4.0,2.0,2.0,-0.27272727272727293,4,Not_reported,Not_reported,Other/Unknown,False,False,False,0.0
2021,during_covid,1.0,1.0,1.0,,1.0,5.0,1.0,1.0,3.0,,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,,,3.0,3.0,4.0,,4.0,,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,,,,,,4.0,4.0,3.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,,,,,1.8,3.272727272727273,3.1818181818181817,3.75,2.0,1.0,0.09090909090909127,3,Male,Not_reported,STEM,False,False,False,0.09090909090909127
